,Process variables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0.276840001,3696.100098,4453.600098,9.279700279,26.79100037,42.02500153,2706.699951,75.95500183,120.4100037,0.342689991,80.03299713,50.00600052,2635,24.97200012,51.41799927,3103.399902,23.5,65.86000061,235.0099945,341.6000061,94.37799835,77.25900269,32.47999954,8.758199692,25.97299957,6.898300171,18.83799934,1.68900001,33.03300095,13.82999992,24.05800056,1.006800056,19.17300034,2.245599985,4.875400066,2.345299959,0.0054027,0.84157002,0.102949999,53.73199844,44.35599899,61.82799911,53.49399948,27.1989994,61.78099823,22.43799973,40.04700089,38.11800003,49.81600189,48.59700012,41.5019989,16.82799911
45,0.276329994,3649.100098,4444,9.232899666,27.03199959,42.29399872,2704.100098,74.46499634,120.3600006,0.33772999,79.93499756,49.48600006,2632.699951,24.24799919,49.31299973,3100.899902,22.72999954,65.84899902,236.9900055,341.5100098,94.72399902,77.00700378,32.47999954,8.758199692,25.97299957,6.898300171,18.83799934,1.68900001,33.03300095,13.82999992,24.05800056,1.006800056,19.17300034,2.245599985,4.875400066,2.345299959,0.024181999,0.831579983,0.091981001,53.99000168,43.47499847,62.63700104,53.60900116,27.24900055,61.29199982,22.45000076,40.65100098,36.58599854,44.94499969,48.55099869,40.59500122,18.6760006
46,0.233309999,3628.699951,4499.700195,9.236300468,26.90699959,42.42499924,2702.300049,74.01000214,120.4000015,0.337150007,79.71299744,51.0340004,2630.800049,24.78899956,51.7519989,3097.399902,23.3239994,65.80500031,237.4700012,342.5299988,94.71499634,77.19200134,32.25799942,8.922400475,26.18400002,6.879099846,18.40299988,1.691699982,32.67900085,13.79599953,24.07600021,1.321699977,18.22400093,2.240499973,4.85860014,2.260999918,0.024181999,0.831579983,0.091981001,53.99000168,43.47499847,63.34000015,53.97100067,22.79700089,61.125,22.7140007,39.92900085,41.14400101,50.5890007,48.5929985,41.82699966,17.2840004
47,0.231820002,3685.199951,4514,9.342399597,26.92000008,42.66199875,2703.800049,75.53299713,120.3799973,0.337680012,79.9260025,49.36899948,2632.699951,22.98800087,48.0909996,3099.199951,23.0909996,65.78900146,236.6999969,342.3800049,94.69200134,77.58499908,32.25799942,8.922400475,26.18400002,6.879099846,18.40299988,1.691699982,32.67900085,13.79599953,24.07600021,1.321699977,18.22400093,2.240499973,4.85860014,2.260999918,0.024181999,0.831579983,0.091981001,53.99000168,43.47499847,62.36800003,53.79999924,22.94400024,60.75500107,22.5739994,39.86500168,36.24300003,42.11700058,48.74599838,40.81900024,17.80900002
48,0.254150003,3662.899902,4596.299805,9.333299637,27.06699944,42.32699966,2705.800049,74.73600006,120.4000015,0.332920015,80.10900116,49.9679985,2634.100098,26.20299911,49.00299835,3102.699951,23.80599976,65.83499908,236.2200012,341.7999878,94.63700104,77.52700043,32,9.041899681,26.34600067,6.801400185,18.54100037,1.683699965,32.91500092,13.93799973,24.24099922,1.210399985,18.71500015,2.228399992,4.729400158,2.16230011,0.024181999,0.831579983,0.091981001,53.99000168,43.47499847,62.91400146,53.90800095,24.59900093,62.00600052,22.34000015,39.51499939,38.00500107,44.22600174,48.86899948,40.22600174,16.10000038
49,0.251560003,3689.800049,4524.5,9.259599686,27.1420002,42.68799973,2708.100098,75.26200104,120.4199982,0.334399998,80.29299927,49.91600037,2636.899902,23.73500061,50.06800079,3104,23.1970005,65.92700195,237.0200043,341.6799927,94.53700256,77.83899689,32,9.041899681,26.34600067,6.801400185,18.54100037,1.683699965,32.91500092,13.93799973,24.24099922,1.210399985,18.71500015,2.228399992,4.729400158,2.16230011,0.024181999,0.831579983,0.091981001,53.99000168,43.47499847,62.45000076,54.76800156,24.85400009,62.93799973,22.5909996,39.33499908,37.85400009,46.69200134,48.87400055,41.19200134,17.50300026
50,0.277339995,3723.899902,4541.200195,9.396699905,26.94599915,42.20500183,2710.5,74.43199921,120.4000015,0.351249993,80.51399994,50.85400009,2640.199951,25.61700058,50.38999939,3107.800049,21.91799927,66.00900269,234.3000031,341.9500122,94.46399689,77.84100342,31.86000061,8.905200005,26.46899986,6.972000122,18.77000046,1.657400012,33.15499878,13.85900021,23.52899933,1.238299966,18.68099976,2.240999937,4.86070013,2.280800104,0.02098,0.841390014,0.108560003,53.7159996,43.13600159,62.58399963,54.27999878,27.35400009,61.07799911,22.21199989,41.1590004,40.61399841,47.43600082,48.93299866,40.9090004,20.50900078
51,0.278070003,3674.899902,4555.399902,9.255900383,27.24699974,42.54299927,2705.699951,75.47699738,120.4199982,0.349730015,80.19400024,51.43799973,2634.399902,25.3939991,50.51100159,3104.300049,22.61000061,66.04699707,234.0599976,341.3399963,94.38999939,77.01499939,31.86000061,8.905200005,26.46899986,6.972000122,18.77000046,1.657400012,33.15499878,13.85900021,23.52899933,1.238299966,18.68099976,2.240999937,4.86070013,2.280800104,0.02098,0.841390014,0.108560003,53.7159996,43.13600159,63.4280014,54.11000061,27.28199959,62.14099884,22.28100014,41.34400177,42.33200073,47.7159996,48.91400146,41.52399826,18.92300034
52,0.291770011,3603.399902,4498.399902,9.301300049,26.84399986,42.26900101,2703,76.20200348,120.3700027,0.34127,79.83999634,49.20600128,2632.199951,26.75200081,48.82600021,3099.5,22.25799942,65.97699738,236.3099976,341.9100037,94.59899902,77.1269989,32.19200134,8.929900169,26.68000031,6.837999821,18.36400032,1.654899955,33.13700104,13.66399956,23.79899979,1.056300044,18.5529995,2.327899933,4.906799793,2.310600042,0.02098,0.841390014,0.108560003,53.7159996,43.13600159,63.15800095,54.25,29.12899971,61.44300079,22.3220005,40.37900162,35.76499939,43.81700134,48.68099976,40.93899918,19.78700066
53,0.294090003,3655.600098,4526.399902,9.298399925,26.95700073,42.00500107,2703.800049,75.49500275,120.3799973,0.340829998,79.84799957,48.38399887,2632.5,24.75900078,49.33300018,3098.899902,23.26799965,65.89399719,235.2700043,342.2600098,94.75700378,77.11499786,32.19200134,8.929900169,26.68000031,6.837999821,18.36400032,1.654899955,33.13700104,13.66399956,23.79899979,1.056300044,18.5529995,2.327899933,4.906799793,2.310600042,0.02098,0.841390014,0.108560003,53.7159996,43.13600159,62.25899887,53.91500092,28.90099907,60.20500183,22.32500076,40.43299866,33.34500122,44.99100113,48.74599838,41.07699966,17.39699936
54,0.262609988,3668.199951,4548.600098,9.425000191,26.81900024,42.08100128,2704.5,74.77899933,120.4100037,0.316269994,79.84799957,50.77199936,2633.399902,26.52599907,48.84799957,3100.100098,21.80900002,65.85399628,236.8800049,342.4100037,94.56700134,77.03700256,32.20299911,8.793199539,26.23800087,6.848599911,18.73999977,1.631500006,33.17300034,13.66399956,23.47400093,1.315600038,18.3560009,2.264499903,4.819900036,2.285700083,0.02098,0.841390014,0.108560003,53.7159996,43.13600159,63.19599915,54.68000031,26,60.95800018,22.39599991,38.12200165,40.3730011,43.86800003,48.57500076,41.31200027,20.88199997
55,0.266420007,3644.300049,4556.799805,9.19410038,26.89100075,41.99300003,2703.899902,74.6740036,120.3799973,0.318960011,79.77999878,50.82400131,2631.899902,25.96500015,50.5320015,3100,24.03000069,65.81300354,235.9199982,342.3999939,94.63400269,77.28900146,32.20299911,8.793199539,26.23800087,6.848599911,18.73999977,1.631500006,33.17300034,13.66399956,23.47400093,1.315600038,18.3560009,2.264499903,4.819900036,2.285700083,0.020977,0.858889997,0.104369998,53.7120018,43.49900055,63.60699844,54.58100128,25.62599945,61.79199982,22.33099937,37.79399872,40.52399826,47.76499939,48.88600159,40.25099945,15.60700035
56,0.262279987,3667.199951,4549,9.380000114,27.38199997,41.85499954,2705.899902,74.87799835,120.4000015,0.31615001,80.11100006,50.8370018,2634.699951,23.06800079,48.59899902,3102.800049,23.47500038,65.83599854,236.2299957,342.0499878,94.54000092,77.61399841,31.99699974,9.045000076,26.2840004,6.944600105,18.8939991,1.678500056,33.34500122,13.81000042,23.32299995,1.337800026,18.31599998,2.271699905,4.77699995,2.295399904,0.020977,0.858889997,0.104369998,53.7120018,43.49900055,63.1570015,53.79100037,25.80500031,61.48099899,22.54199982,37.90399933,40.56299973,43.29299927,48.93899918,41.67300034,16.88599968
57,0.262930006,3664.199951,4523.5,9.187299728,26.51300049,42.69599915,2708.399902,76.03800201,120.4100037,0.316329986,80.33200073,50.18600082,2637.600098,25.41300011,50.99499893,3103.5,23.68000031,65.91400146,236.7299957,342.1700134,94.48300171,77.43099976,31.99699974,9.045000076,26.2840004,6.944600105,18.8939991,1.678500056,33.34500122,13.81000042,23.32299995,1.337800026,18.31599998,2.271699905,4.77699995,2.295399904,0.020977,0.858889997,0.104369998,53.7120018,43.49900055,63.20899963,54.09700012,25.74200058,63.1969986,22.37100029,37.88199997,38.64599991,48.83599854,48.9679985,41.94800186,16.38699913
58,0.283470005,3656.600098,4517.100098,9.320400238,27.23900032,42.43799973,2707.399902,74.3809967,120.3899994,0.334619999,80.35500336,48.86100006,2635.899902,25.05699921,48.66400146,3102.899902,22.92000008,66.02500153,237.2400055,342.0100098,94.56999969,77.40299988,32.43600082,8.818799973,26.37599945,6.94960022,18.6760006,1.672299981,33.25,13.85499954,23.70000076,1.167600036,18.48200035,2.256400108,4.745800018,2.274600029,0.020977,0.858889997,0.104369998,53.7120018,43.49900055,62.48300171,53.7879982,27.82900047,61.90000153,22.74500084,39.43399811,34.74700165,43.44200134,48.99300003,41.13000107,18.17300034
59,0.28470999,3668,4511.200195,9.236700058,27.12899971,42.27999878,2702.800049,75.36000061,120.4000015,0.334690005,79.98100281,49.25500107,2631.5,25.47100067,51.13399887,3099.800049,23.80900002,66.02899933,237.1900024,341.9100037,94.53299713,77.00900269,32.43600082,8.818799973,26.37599945,6.94960022,18.6760006,1.672299981,33.25,13.85499954,23.70000076,1.167600036,18.48200035,2.256400108,4.745800018,2.274600029,0.020977,0.858889997,0.104369998,53.7120018,43.49900055,62.2879982,53.85900116,27.70700073,60.59600067,22.53000069,39.42399979,35.90800095,49.1590004,49.07099915,41.33800125,16.11100006
60,0.238629997,3644.899902,4545,9.353699684,26.98500061,42.22200012,2702.899902,75.52999878,120.3399963,0.340790004,80.03099823,50.58800125,2632.399902,24.08200073,50.89899826,3097,23.19400024,66.0019989,238.8600006,342.3500061,94.82299805,77.20899963,32.63999939,8.815600395,26.44099998,7.017399788,19.13999939,1.652799964,32.70999908,13.77299976,24.00600052,1.165799975,18.81500053,2.26760006,4.862999916,2.341099977,0.034217,0.830579996,0.086521998,54.14599991,43.90100098,62.57899857,53.98699951,23.82799911,60.0719986,22.70700073,39.89400101,39.83000183,48.61600113,49.47200012,40.43199921,17.55900002
61,0.238240004,3685.800049,4518.700195,9.320599556,27.14100075,42.4129982,2702,75.80799866,120.4300003,0.337309986,80.11599731,49.88399887,2631.600098,27.00799942,49.31800079,3097.699951,21.93099976,66.02400208,238.9499969,342.2999878,94.63500214,77.46499634,32.63999939,8.815600395,26.44099998,7.017399788,19.13999939,1.652799964,32.70999908,13.77299976,24.00600052,1.165799975,18.81500053,2.26760006,4.862999916,2.341099977,0.034217,0.830579996,0.086521998,54.14599991,43.90100098,61.87599945,54.3030014,23.86800003,61.02000046,22.40600014,40.31800079,37.75899887,44.95600128,49.74300003,41.99700165,20.5340004
62,0.217610002,3623.899902,4477,9.247699738,27.00600052,42.8030014,2701.600098,75.62799835,120.3600006,0.329970002,80.13200378,50.41600037,2630.699951,24.66399956,50.14899826,3096.899902,23.54000092,66.03600311,238.4900055,342.0299988,94.85900116,77.31900024,32.34799957,8.758700371,26.31200027,6.759300232,18.60700035,1.62590003,33.10400009,13.7869997,23.94599915,1.268300056,18.50499916,2.263499975,4.861700058,2.326400042,0.034217,0.830579996,0.086521998,54.14599991,43.90100098,62.25099945,53.64099884,21.29700089,59.86899948,22.54700089,38.99599838,39.32300186,46.87900162,50.06100082,40.16500092,16.72400093
63,0.214699998,3597.800049,4489.600098,9.223400116,27.15299988,42.37400055,2698.800049,74.86299896,120.3700027,0.330179989,79.94599915,49.92599869,2626.300049,21.88100052,48.62099838,3094.600098,22.11300087,66.06099701,240.2899933,341.8800049,94.83000183,76.87599945,32.34799957,8.758700371,26.31200027,6.759300232,18.60700035,1.62590003,33.10400009,13.7869997,23.94599915,1.268300056,18.50499916,2.263499975,4.861700058,2.326400042,0.034217,0.830579996,0.086521998,54.14599991,43.90100098,62.70000076,53.49100113,21.58300018,59.19599915,22.0529995,38.97000122,37.88199997,43.3409996,50.17699814,40.54000092,20.15099907
64,0.241730005,3675.899902,4548.399902,9.1583004,27.02799988,42.37900162,2697,74.03399658,120.4000015,0.329890013,79.66400146,52.13999939,2625.100098,27.15399933,50.81100082,3094.5,22.89500046,66.02200317,241.0899963,341.730011,94.80500031,76.93699646,32.29399872,9.027799606,26.31500053,6.831999779,19.1060009,1.648399949,33.22299957,13.80900002,23.22900009,1.241299987,19.02799988,2.282599926,4.804599762,2.297800064,0.034217,0.830579996,0.086521998,54.14599991,43.90100098,63.61399841,54.07699966,23.84199905,62.93600082,22.01099968,39.32500076,44.39799881,48.41199875,50.38899994,40.81299973,18.33300018
65,0.243970007,3659.699951,4551,9.309399605,26.86899948,42.39799881,2701.100098,74.77999878,120.4199982,0.329089999,80.09300232,50.13199997,2629.800049,25.76099968,50.61700058,3097.899902,23.03700066,66.00499725,241.1399994,341.75,94.63899994,77.60199738,32.29399872,9.027799606,26.31500053,6.831999779,19.1060009,1.648399949,33.22299957,13.80900002,23.22900009,1.241299987,19.02799988,2.282599926,4.804599762,2.297800064,0.036899999,0.83257997,0.085665002,53.24900055,43.9640007,63.89199829,54.04600143,23.62100029,61.36899948,22.31399918,39.42300034,38.48799896,47.96099854,49.95800018,41.62099838,17.94000053
66,0.246590003,3691.899902,4447.600098,9.27270031,26.93199921,42.31700134,2702.699951,74.76200104,120.4100037,0.332020015,80.42299652,51.29999924,2632.5,26.59399986,50.92900085,3099.699951,24.01799965,66.11499786,239.1900024,341.6199951,94.48899841,77.50299835,32.38199997,9.075200081,26.24900055,6.948999882,18.83099937,1.674499989,32.88700104,13.70800018,23.29100037,1.235499978,18.44199944,2.260200024,4.794799805,2.283200026,0.036899999,0.83257997,0.085665002,53.24900055,43.9640007,62.7820015,54.04499817,24.12899971,59.45000076,22.45000076,39.60499954,41.92399979,48.68299866,50.09600067,40.90599823,15.58399963
67,0.247720003,3668.300049,4452.200195,9.404700279,26.86499977,42.32899857,2702.699951,74.40499878,120.4100037,0.331099987,80.46900177,51.44100189,2631.800049,24.00499916,50.59199905,3099.600098,22.70700073,66.19100189,239.6199951,341.0499878,94.57900238,77.34200287,32.38199997,9.075200081,26.24900055,6.948999882,18.83099937,1.674499989,32.88700104,13.70800018,23.29100037,1.235499978,18.44199944,2.260200024,4.794799805,2.283200026,0.036899999,0.83257997,0.085665002,53.24900055,43.9640007,63.18799973,53.99000168,24.0170002,61.48899841,22.06100082,39.71699905,42.34000015,47.90499878,50.01800156,41.61800003,18.68499947
68,0.237760007,3637.699951,4511.200195,9.350500107,26.75300026,42.39899826,2699.399902,74.9280014,120.4000015,0.317799985,80.25900269,49.00500107,2628.800049,24.48999977,49.9280014,3097.399902,23.45400047,66.2440033,240,340.8599854,94.53299713,77.28800201,32.32600021,8.885499954,26.54299927,6.940000057,18.98600006,1.696499944,33,13.83399963,23.75399971,1.366700053,18.73600006,2.286499977,4.829699993,2.352099895,0.036899999,0.83257997,0.085665002,53.24900055,43.9640007,62.68099976,53.9280014,23.02400017,61.03699875,21.75799942,38.55500031,35.17100143,46.36700058,49.94499969,41.16799927,16.91600037
69,0.235479996,3633.5,4475.100098,9.376700401,27.05400085,42.5340004,2699,74.33200073,120.3899994,0.322420001,80.15799713,51.49200058,2628.300049,26.71899986,50.99499893,3095.699951,24.04400063,66.20400238,238.7299957,341.2600098,94.76899719,77.09999847,32.32600021,8.885499954,26.54299927,6.940000057,18.98600006,1.696499944,33,13.83399963,23.75399971,1.366700053,18.73600006,2.286499977,4.829699993,2.352099895,0.036899999,0.83257997,0.085665002,53.24900055,43.9640007,62.7519989,54.36000061,23.24799919,59.54800034,22.29100037,37.99100113,42.48899841,48.83599854,50.02199936,40.6629982,15.5369997
70,0.237130001,3636.899902,4491,9.324700356,27.02599907,42.35100174,2699.300049,74.47699738,120.3899994,0.337150007,80.13500214,48.46300125,2627.399902,24.62999916,48.61100006,3094.5,23.63299942,66.18900299,237.1699982,341.1799927,94.67299652,77.15200043,32.29399872,8.884300232,25.8010006,7.176599979,18.65800095,1.676300049,32.98899841,13.82900047,24.30699921,1.207299948,18.88699913,2.265300035,4.973700047,2.413500071,0.021319,0.836759984,0.122950003,54.0340004,44.77799988,62.71300125,53.76499939,23.80900002,60.38800049,22.40999985,39.48500061,33.57600021,43.31800079,50.16999817,40.67900085,16.51600075
71,0.238690004,3623,4498,9.381500244,26.9279995,41.8730011,2697.199951,74.35299683,120.3799973,0.335090011,80,50.56299973,2625.899902,24.80999947,48.01599884,3093.800049,22.19499969,66.15100098,238.9499969,341.2000122,94.78099823,76.74500275,32.29399872,8.884300232,25.8010006,7.176599979,18.65800095,1.676300049,32.98899841,13.82900047,24.30699921,1.207299948,18.88699913,2.265300035,4.973700047,2.413500071,0.021319,0.836759984,0.122950003,54.0340004,44.77799988,62.95299911,53.68099976,23.65600014,60.06000137,22.35400009,39.73600006,39.75699997,41.94400024,49.9980011,40.60100174,19.97400093
72,0.242569998,3588.899902,4517.200195,9.354999542,27.45499992,42.27899933,2697.399902,74.7990036,120.3799973,0.334710002,79.90499878,46.99700165,2625.5,24.98200035,49.72100067,3093.699951,23.64100075,66.09400177,239.25,341.6300049,94.89299774,77.17700195,32.16899872,8.770799637,26.19599915,7.014100075,19.02799988,1.666300058,32.93999863,13.87100029,23.51000023,1.448099971,18.90500069,2.286499977,4.908699989,2.281699896,0.021319,0.836759984,0.122950003,54.0340004,44.77799988,61.29999924,54.24900055,23.62100029,61.82400131,22.24099922,39.67200089,29.26099968,45.88899994,49.9620018,40.67900085,16.52899933
73,0.24086,3566.100098,4500.299805,9.33409977,26.92700005,42.12799835,2703,75.19400024,120.3899994,0.333869994,80.22699738,51.17300034,2632.600098,25.125,49.4090004,3097.399902,22.59000015,66.05899811,240.8800049,342.019989,94.92700195,77.91400146,32.16899872,8.770799637,26.19599915,7.014100075,19.02799988,1.666300058,32.93999863,13.87100029,23.51000023,1.448099971,18.90500069,2.286499977,4.908699989,2.281699896,0.021319,0.836759984,0.122950003,54.0340004,44.77799988,61.69200134,54.45100021,23.79000092,61.29100037,22.70400047,39.77399826,41.55199814,45.16500092,49.80799866,40.22700119,18.95999908
